timestamp,offer_title,company_name,headquarters,post_time,categories,offer_url
2026-02-09 20:08:25,Senior Fullstack Developer (Python),Proxify AB,Sweden,2026-01-15,"['Top 100', 'Full-Time', 'Anywhere in the World']",https://weworkremotely.com/remote-jobs/proxify-ab-senior-fullstack-developer-python-1
